id_cliente,nombre,apellido,email,telefono,direccion,ciudad,pais,fecha_registro,segmento,id_producto,categoria,precio,costo,stock,proveedor,fecha_ingreso,activo,rating,id_venta,fecha,cantidad,precio_unitario,descuento,impuestos,metodo_pago,vendedor,total
,Aspecto Ciencia,,,,,,,,,572.0,Deportes,145.09,82.96,485.0,Chaparro & Asociados S.Coop.,2025-05-03,False,4.2,,,,,,,,,
,Otra Fecha,,,,,,,,,573.0,Moda,652.69,91.23,495.0,Tecnologías Piña S.A.U,2024-12-02,False,1.9,,,,,,,,,
,Cama Jóvenes,,,,,,,,,574.0,Juguetes,816.31,192.3,375.0,Porfirio Solano Agudo S.Com.,2024-01-20,False,1.5,,,,,,,,,
,G Sigue,,,,,,,,,575.0,Libros,11.78,352.49,293.0,Cruz Almagro Villena S.Com.,2023-12-15,False,4.4,,,,,,,,,
,Fernando Población,,,,,,,,,576.0,Juguetes,42.06,303.18,471.0,Logística APF S.L.,2024-12-29,True,3.6,,,,,,,,,
,Sectores Acerca,,,,,,,,,577.0,Electrónicos,937.32,74.62,381.0,Logística ZW S.L.U.,2024-01-14,True,2.0,,,,,,,,,
,Ministro Energía,,,,,,,,,578.0,Deportes,176.21,443.23,45.0,Desarrollo Españolas S.A.,2025-08-04,False,2.8,,,,,,,,,
,Uno Haya,,,,,,,,,579.0,Deportes,217.59,348.12,179.0,Pombo y asociados S.L.,2024-04-21,False,4.1,,,,,,,,,
,Constitución Nos,,,,,,,,,580.0,Libros,11.27,196.04,375.0,Morcillo & Asociados S.A.,2024-05-04,False,4.9,,,,,,,,,
,Chile Pensar,,,,,,,,,581.0,Moda,498.15,192.46,279.0,Osuna y Alberdi S.Coop.,2025-06-24,False,1.4,,,,,,,,,
,Actividades Al,,,,,,,,,582.0,Moda,790.84,291.14,388.0,Inversiones HEC S.C.P,2024-05-25,True,1.7000000000000002,,,,,,,,,
,Fuerzas Administración,,,,,,,,,583.0,Electrónicos,801.2,21.54,10.0,Frutos y asociados S.Com.,2024-11-14,False,2.0,,,,,,,,,
,Salud Quienes,,,,,,,,,584.0,Electrónicos,83.46,89.2,192.0,Cruz Gonzalo Robledo S.Com.,2023-12-04,True,3.9,,,,,,,,,
,Seguir Todos,,,,,,,,,585.0,Juguetes,942.42,489.13,173.0,Infraestructuras Gilabert y asociados S.Com.,2024-07-22,False,3.8,,,,,,,,,
,Estoy Primeros,,,,,,,,,586.0,Moda,943.02,86.67,455.0,Jenaro Cañete Sánchez S.Coop.,2023-10-29,False,1.6,,,,,,,,,
,Fuera Quien,,,,,,,,,587.0,Electrónicos,337.78,487.33,209.0,Cerro y Cabañas S.A.,2024-03-20,False,3.6,,,,,,,,,
,Afirmó Debido,,,,,,,,,588.0,Deportes,245.17,29.57,292.0,Hnos Mendizábal S.L.L.,2024-08-26,False,1.6,,,,,,,,,
,Políticos Mayo,,,,,,,,,589.0,Deportes,13.78,48.38,421.0,Adriana Taboada Coello S.L.N.E,2025-03-10,False,1.8,,,,,,,,,
,Destino Has,,,,,,,,,590.0,Electrónicos,214.88,320.9,500.0,Suministros FA S.A.,2024-04-08,True,2.9,,,,,,,,,
,Crisis Información,,,,,,,,,591.0,Electrónicos,315.27,201.75,250.0,Farmaceútica AP S.A.,2024-01-25,False,1.4,,,,,,,,,
,Estas Director,,,,,,,,,592.0,Juguetes,393.65,188.66,195.0,Carrera & Asociados S.L.L.,2024-11-06,False,1.7000000000000002,,,,,,,,,
,Título Argentina,,,,,,,,,593.0,Electrónicos,270.66,235.2,115.0,Transportes del Sur S.L.N.E,2025-05-06,False,3.3,,,,,,,,,
,Niveles Nada,,,,,,,,,594.0,Hogar,754.71,335.4,43.0,Distribuciones Torrijos y asociados S.Coop.,2024-07-15,False,4.2,,,,,,,,,
,Productos Región,,,,,,,,,595.0,Moda,971.0,296.91,283.0,Construcción Carballo & Asociados S.A.,2025-08-24,True,4.4,,,,,,,,,
,Sentido Deseo,,,,,,,,,596.0,Juguetes,424.45,270.08,443.0,Servicios Linares S.Com.,2024-07-02,False,3.3,,,,,,,,,
,Hablar Hombres,,,,,,,,,597.0,Hogar,481.5,44.08,462.0,Construcción Internacionales S.L.,2025-01-01,True,3.0,,,,,,,,,
,Desde Dolor,,,,,,,,,598.0,Juguetes,802.45,340.38,317.0,Finanzas TVA S.A.,2025-08-14,True,1.5,,,,,,,,,
,Hospital Papel,,,,,,,,,599.0,Moda,181.15,492.26,497.0,Restauración del Mediterráneo S.Coop.,2025-07-11,True,4.2,,,,,,,,,
,Vez Partes,,,,,,,,,600.0,Hogar,52.25,43.79,349.0,Banca Privada Catalá S.L.,2024-05-23,False,1.8,,,,,,,,,
,Apoyo Por,,,,,,,,,601.0,Libros,156.4,299.55,163.0,Ezequiel Torrijos León S.L.,2025-09-10,True,1.3,,,,,,,,,
,Efecto Título,,,,,,,,,602.0,Juguetes,403.38,166.43,141.0,Soluciones VU S.A.,2025-04-10,False,4.7,,,,,,,,,
,Personal Pequeña,,,,,,,,,603.0,Electrónicos,788.69,313.41,267.0,Flor y Figueras S.Coop.,2024-08-05,False,1.5,,,,,,,,,
,Ayer Política,,,,,,,,,604.0,Hogar,156.72,296.03,388.0,Benavent y Plana S.L.N.E,2025-06-26,True,4.7,,,,,,,,,
,Carta Resulta,,,,,,,,,605.0,Juguetes,781.75,393.94,444.0,Gomis & Asociados S.Coop.,2025-03-12,False,4.5,,,,,,,,,
,Cantidad Cambios,,,,,,,,,606.0,Deportes,389.21,245.36,311.0,María Del Carmen Benitez Barranco S.L.,2025-06-29,False,1.1,,,,,,,,,
,Hacen Cualquier,,,,,,,,,607.0,Deportes,408.94,311.03,348.0,Hermanos Garcés S.L.,2023-11-12,False,1.2,,,,,,,,,
,Gracias Hicieron,,,,,,,,,608.0,Deportes,693.61,29.4,243.0,Suministros Arroyo S.Com.,2024-11-16,False,4.6,,,,,,,,,
,Corte Boca,,,,,,,,,609.0,Electrónicos,344.49,397.86,159.0,Transportes KIQ S.L.,2024-09-13,False,4.4,,,,,,,,,
,Ley Operación,,,,,,,,,610.0,Libros,688.0,486.39,116.0,Seco y asociados S.Com.,2024-05-12,True,2.2,,,,,,,,,
,Modelo Cambio,,,,,,,,,611.0,Libros,448.68,413.78,137.0,Céspedes y Chaves S.C.P,2025-10-26,False,3.4,,,,,,,,,
,García Siquiera,,,,,,,,,612.0,Electrónicos,196.06,109.64,421.0,Alcaraz y asociados S.A.D,2025-10-23,False,4.0,,,,,,,,,
,Presenta Acuerdo,,,,,,,,,613.0,Juguetes,868.52,411.4,263.0,Industrias FY S.Com.,2024-08-25,True,1.3,,,,,,,,,
,Parece Libros,,,,,,,,,614.0,Libros,511.73,72.15,435.0,Compañía Borrell y asociados S.C.P,2024-05-26,True,1.7000000000000002,,,,,,,,,
,Ya Consumo,,,,,,,,,615.0,Hogar,838.61,128.5,233.0,Familia Gaya S.A.,2024-06-11,True,4.7,,,,,,,,,
,Fue Dólares,,,,,,,,,616.0,Libros,207.12,187.33,237.0,Grupo Montserrat S.L.L.,2024-08-19,False,3.5,,,,,,,,,
,Atrás Además,,,,,,,,,617.0,Electrónicos,684.36,124.76,250.0,Distribuciones QNA S.A.,2024-04-02,False,1.7000000000000002,,,,,,,,,
,Rosa Imagen,,,,,,,,,618.0,Moda,591.01,178.13,83.0,Escribano & Asociados S.Coop.,2025-03-22,False,4.0,,,,,,,,,
,Etc Asimismo,,,,,,,,,619.0,Libros,99.49,18.59,25.0,Soluciones PMHI S.A.,2024-04-01,True,4.4,,,,,,,,,
,Papel Incluso,,,,,,,,,620.0,Hogar,858.54,325.45,346.0,Farmaceútica Rodrigo S.Com.,2025-06-06,True,2.1,,,,,,,,,
,Premio Visto,,,,,,,,,621.0,Moda,518.15,432.99,495.0,Teo Bernat Mascaró S.L.,2025-02-07,True,2.9,,,,,,,,,
,También Expresión,,,,,,,,,622.0,Hogar,650.9,302.57,4.0,Fábrica Noriega y asociados S.Coop.,2024-03-03,True,2.0,,,,,,,,,
,Posición Libertad,,,,,,,,,623.0,Deportes,715.61,356.14,140.0,Soluciones Tomas S.Coop.,2025-03-01,False,4.6,,,,,,,,,
,Tiempo Dos,,,,,,,,,624.0,Deportes,464.41,113.01,154.0,Tecnologías Alberdi & Asociados S.Com.,2025-01-07,False,3.3,,,,,,,,,
,Unidos Encuentro,,,,,,,,,625.0,Electrónicos,516.4,332.87,431.0,Ayuso & Asociados S.Com.,2024-10-21,False,3.2,,,,,,,,,
,Conjunto Humana,,,,,,,,,626.0,Juguetes,612.96,152.75,55.0,Restauración Torres S.L.,2025-02-06,False,1.3,,,,,,,,,
,Encuentran Diversas,,,,,,,,,627.0,Deportes,644.19,431.44,133.0,Comercializadora SQRD S.Coop.,2024-10-21,False,1.8,,,,,,,,,
,Director Principio,,,,,,,,,628.0,Juguetes,767.82,450.35,412.0,Lobato y Guerrero S.A.,2024-02-21,False,3.6,,,,,,,,,
,Política México,,,,,,,,,629.0,Libros,148.53,17.6,254.0,Montserrat Vera Calatayud S.C.P,2024-01-11,False,2.0,,,,,,,,,
,Donde Empresa,,,,,,,,,630.0,Moda,410.55,369.68,298.0,Jordana Abascal Salvà S.C.P,2025-06-21,True,2.4,,,,,,,,,
,Forma Ley,,,,,,,,,631.0,Libros,230.14,269.64,401.0,Finanzas DYWF S.Coop.,2025-04-02,False,4.6,,,,,,,,,
,Buen Total,,,,,,,,,632.0,Libros,364.91,153.6,87.0,León Gisbert Roura S.L.U.,2025-01-29,True,2.2,,,,,,,,,
,Comunicación Favor,,,,,,,,,633.0,Moda,136.66,133.03,413.0,Rosendo Páez Méndez S.L.N.E,2025-03-17,True,4.8,,,,,,,,,
,Viaje Conocer,,,,,,,,,634.0,Deportes,657.89,115.02,114.0,Tecnologías Iberia S.L.,2024-06-16,False,2.7,,,,,,,,,
,Local Quien,,,,,,,,,635.0,Deportes,377.97,294.86,237.0,Talleres XX S.C.P,2023-12-11,True,2.9,,,,,,,,,
,Libre Otro,,,,,,,,,636.0,Libros,587.74,472.43,36.0,Promociones del Noroeste S.C.P,2024-05-02,False,4.6,,,,,,,,,
,Hacía Estaban,,,,,,,,,637.0,Juguetes,128.62,341.95,271.0,Seco y Navarro S.A.,2024-03-17,False,2.7,,,,,,,,,
,Productos Presencia,,,,,,,,,638.0,Hogar,145.99,104.15,209.0,Comercial Ugarte S.A.,2025-08-02,False,1.6,,,,,,,,,
,Proyectos Pocos,,,,,,,,,639.0,Libros,188.55,45.0,170.0,Industrias del Noroeste S.A.,2025-04-30,True,2.3,,,,,,,,,
,Primer Estoy,,,,,,,,,640.0,Electrónicos,14.67,140.4,389.0,Transportes Castellana S.L.,2025-01-10,True,3.3,,,,,,,,,
,Señora Política,,,,,,,,,641.0,Hogar,494.68,382.97,45.0,Promociones Española S.L.,2023-12-22,True,3.5,,,,,,,,,
,Meses Juez,,,,,,,,,642.0,Libros,435.12,217.37,244.0,Abascal & Asociados S.L.,2023-12-24,False,1.0,,,,,,,,,
,Problema Máximo,,,,,,,,,643.0,Juguetes,207.42,189.69,7.0,Inmobiliaria Almansa y asociados S.L.N.E,2025-01-10,False,4.0,,,,,,,,,
,Dos Espera,,,,,,,,,644.0,Juguetes,198.67,339.99,320.0,Torrent & Asociados S.A.,2025-06-14,True,1.9,,,,,,,,,
,Programas Conjunto,,,,,,,,,645.0,Deportes,318.97,55.84,257.0,Comercial Medina S.Coop.,2024-02-27,False,1.7000000000000002,,,,,,,,,
,Dónde Precisamente,,,,,,,,,646.0,Electrónicos,305.22,148.96,372.0,Valderrama y asociados S.Coop.,2024-04-12,False,2.7,,,,,,,,,
,Deja Hicieron,,,,,,,,,647.0,Libros,995.52,174.65,461.0,Familia Bernal S.C.P,2023-11-12,False,2.4,,,,,,,,,
,Unas María,,,,,,,,,648.0,Hogar,173.23,453.91,415.0,Sierra y Oller S.A.,2024-04-22,False,1.1,,,,,,,,,
,París Crisis,,,,,,,,,649.0,Hogar,729.9,69.95,375.0,Inversiones SO S.L.N.E,2025-03-25,True,3.4,,,,,,,,,
,Democracia Civil,,,,,,,,,650.0,Hogar,131.93,357.0,405.0,Roca y asociados S.L.L.,2025-03-04,True,2.5,,,,,,,,,
,Río Llega,,,,,,,,,651.0,Libros,263.23,269.69,24.0,Maximino Chaves Salamanca S.L.,2025-05-15,True,3.6,,,,,,,,,
,Vivir Nacional,,,,,,,,,652.0,Libros,837.76,28.88,59.0,Grupo Yáñez S.Com.,2024-04-19,False,2.8,,,,,,,,,
,Viaje Orden,,,,,,,,,653.0,Electrónicos,551.81,239.83,78.0,Comercializadora Rey S.Com.,2024-06-27,True,3.8,,,,,,,,,
,Falta Fuerza,,,,,,,,,654.0,Libros,19.21,213.33,51.0,Minería FF S.L.,2025-08-20,False,3.5,,,,,,,,,
,Además Vuelta,,,,,,,,,655.0,Libros,145.79,416.17,53.0,Minería Internacionales S.L.L.,2025-03-19,True,2.1,,,,,,,,,
,Siguiente Tuvo,,,,,,,,,656.0,Electrónicos,502.76,306.46,398.0,Roman y Oller S.L.,2023-12-27,False,4.3,,,,,,,,,
,Pueden Jóvenes,,,,,,,,,657.0,Hogar,364.34,207.83,82.0,Talleres Somoza & Asociados S.L.,2024-10-26,True,3.2,,,,,,,,,
,Diferencia Fuerte,,,,,,,,,658.0,Hogar,691.32,242.93,120.0,Fábrica Cózar y asociados S.Com.,2025-03-14,True,1.1,,,,,,,,,
,Marzo Tipo,,,,,,,,,659.0,Electrónicos,907.81,418.44,342.0,Comercial JTUE S.L.L.,2024-09-08,False,1.6,,,,,,,,,
,Dónde Llega,,,,,,,,,660.0,Electrónicos,781.73,42.15,370.0,Suministros Borrego y asociados S.L.,2025-06-02,True,4.6,,,,,,,,,
,Superior Social,,,,,,,,,661.0,Libros,238.85,494.39,151.0,Comercial Nuñez y asociados S.L.,2025-09-27,False,2.9,,,,,,,,,
,Amigos Imposible,,,,,,,,,662.0,Electrónicos,815.05,437.7,436.0,Comercializadora CA S.Coop.,2024-02-02,False,2.4,,,,,,,,,
,Fin Interior,,,,,,,,,663.0,Libros,319.58,370.58,48.0,Servicios Ibérica S.L.N.E,2024-01-17,True,1.0,,,,,,,,,
,Fecha Fueron,,,,,,,,,664.0,Hogar,666.72,89.4,183.0,Jorge Mate Moreno S.Coop.,2024-05-29,False,4.8,,,,,,,,,
,Dentro Dirección,,,,,,,,,665.0,Deportes,879.69,51.01,417.0,Finanzas del Levante S.A.U,2024-05-12,False,1.7000000000000002,,,,,,,,,
,Hacer Lucha,,,,,,,,,666.0,Moda,406.25,230.99,427.0,Compañía Morcillo S.Coop.,2025-01-09,False,3.8,,,,,,,,,
,Lejos Están,,,,,,,,,667.0,Moda,801.9,326.18,408.0,Comercializadora Quevedo y asociados S.L.,2025-05-14,True,1.5,,,,,,,,,
,Pedro Casos,,,,,,,,,668.0,Libros,729.15,490.88,432.0,María Fernanda Mascaró Yuste S.Com.,2025-08-02,True,1.4,,,,,,,,,
,Punto Cuadro,,,,,,,,,669.0,Juguetes,487.85,286.63,224.0,Consultoría SZB S.L.,2024-09-02,True,3.4,,,,,,,,,
,Medios Aquellos,,,,,,,,,670.0,Deportes,615.24,431.98,450.0,Familia Amor S.C.P,2025-05-10,True,2.9,,,,,,,,,
,Has Cambio,,,,,,,,,671.0,Moda,121.81,208.59,23.0,Irma Vargas Laguna S.A.T.,2024-10-06,True,2.0,,,,,,,,,
,Tener Era,,,,,,,,,672.0,Deportes,22.24,434.82,268.0,Hotel Martin S.L.,2025-01-29,True,4.9,,,,,,,,,
,Arte América,,,,,,,,,673.0,Libros,874.41,261.95,352.0,Soluciones Nieto & Asociados S.L.N.E,2024-12-17,True,2.7,,,,,,,,,
,Único Actividades,,,,,,,,,674.0,Libros,256.09,176.15,346.0,Hnos Vargas S.A.,2024-07-13,False,1.6,,,,,,,,,
,Empresa Europa,,,,,,,,,675.0,Juguetes,893.14,308.39,5.0,Tecnologías Flor & Asociados S.Com.,2025-03-21,True,3.0,,,,,,,,,
,Sólo Abril,,,,,,,,,676.0,Moda,853.35,435.36,38.0,Hermanos Fabregat S.Com.,2024-06-10,False,2.3,,,,,,,,,
,Carácter Efecto,,,,,,,,,677.0,Deportes,970.44,29.92,114.0,Consultoría Españolas S.Com.,2025-08-17,False,2.6,,,,,,,,,
,Dios Partidos,,,,,,,,,678.0,Hogar,88.04,224.87,293.0,Estrada y Benet S.C.P,2023-11-30,False,1.4,,,,,,,,,
,Chile Padres,,,,,,,,,679.0,Moda,452.6,63.76,254.0,Alondra Rueda Puerta S.A.U,2025-02-19,True,1.4,,,,,,,,,
,Efecto Pequeña,,,,,,,,,680.0,Moda,45.47,276.8,422.0,Josué Rosa Reig S.A.,2023-12-13,True,4.2,,,,,,,,,
,Riesgo Españoles,,,,,,,,,681.0,Juguetes,641.16,445.6,287.0,Hotel Peinado S.L.,2024-03-09,True,3.6,,,,,,,,,
,Imágenes Llegado,,,,,,,,,682.0,Moda,950.85,184.85,27.0,Hermanos Cadenas S.A.,2025-06-29,True,4.4,,,,,,,,,
,Intereses Encontrar,,,,,,,,,683.0,Deportes,564.55,311.78,242.0,Construcción Espejo y asociados S.A.T.,2024-06-19,False,3.9,,,,,,,,,
,Proyecto Cultura,,,,,,,,,684.0,Electrónicos,106.46,331.16,1.0,Adelaida Rovira Fernández S.Com.,2024-12-01,False,2.4,,,,,,,,,
,Televisión Zonas,,,,,,,,,685.0,Libros,964.79,149.53,267.0,Talleres Priego S.L.,2025-10-07,False,3.8,,,,,,,,,
,Etc Flores,,,,,,,,,686.0,Electrónicos,897.91,248.75,420.0,Comercial Montes S.L.N.E,2024-08-28,False,1.4,,,,,,,,,
,Opinión Estilo,,,,,,,,,687.0,Juguetes,203.96,64.77,436.0,Grupo Zamora S.A.,2024-08-01,False,1.9,,,,,,,,,
,Iglesia Alto,,,,,,,,,688.0,Hogar,719.62,58.34,212.0,Ros y Mendez S.L.,2025-07-25,True,4.7,,,,,,,,,
,Embargo Hora,,,,,,,,,689.0,Libros,592.92,387.21,230.0,Consultoría CGZY S.A.,2025-05-25,False,3.6,,,,,,,,,
,Valor Acto,,,,,,,,,690.0,Juguetes,143.29,251.92,271.0,Transportes Inteligentes S.Com.,2025-09-14,True,3.2,,,,,,,,,
,Seis A,,,,,,,,,691.0,Moda,840.43,244.05,260.0,Escrivá y Román S.A.,2025-09-01,True,3.8,,,,,,,,,
,M Tú,,,,,,,,,692.0,Hogar,733.19,68.55,198.0,Martirio Alba Aller S.Com.,2024-09-24,False,3.0,,,,,,,,,
,Misma Voluntad,,,,,,,,,693.0,Moda,424.48,306.45,354.0,Manzanares y Luque S.A.,2025-08-18,True,2.1,,,,,,,,,
,Dado La,,,,,,,,,694.0,Deportes,970.79,229.16,68.0,Familia Arenas S.L.,2024-03-14,True,2.7,,,,,,,,,
,Blanca Algo,,,,,,,,,695.0,Libros,887.57,258.59,431.0,Transportes DMGD S.L.N.E,2025-08-27,False,3.8,,,,,,,,,
,Solo Dijo,,,,,,,,,696.0,Juguetes,636.26,104.44,319.0,Distribuciones ZFDI S.Coop.,2024-04-11,False,3.7,,,,,,,,,
,Popular Social,,,,,,,,,697.0,Libros,141.35,356.65,499.0,Talleres VFFE S.Coop.,2024-11-11,True,3.0,,,,,,,,,
,He Explicó,,,,,,,,,698.0,Libros,640.51,356.62,389.0,Alimentación Lobo y asociados S.Coop.,2025-09-01,False,3.2,,,,,,,,,
,Lleva Pero,,,,,,,,,699.0,Juguetes,574.93,335.24,213.0,Caparrós & Asociados S.Coop.,2024-01-15,False,4.5,,,,,,,,,
,Sido Ex,,,,,,,,,700.0,Moda,810.22,263.75,12.0,Inversiones del Mediterráneo S.Coop.,2025-03-03,False,1.6,,,,,,,,,
,Proyecto Energía,,,,,,,,,701.0,Libros,66.04,137.15,402.0,Farmaceútica Cárdenas y asociados S.A.,2024-03-05,True,4.9,,,,,,,,,
,Ayer Quiere,,,,,,,,,702.0,Libros,258.06,420.49,353.0,Valenzuela y Montesinos S.A.,2025-06-07,False,1.8,,,,,,,,,
,Puerta Mejores,,,,,,,,,703.0,Juguetes,41.98,407.94,52.0,Gonzalez y Arellano S.Com.,2024-12-26,True,4.0,,,,,,,,,
,Cualquier Carne,,,,,,,,,704.0,Juguetes,395.0,257.91,407.0,Peiró y Vergara S.L.,2024-07-13,False,3.8,,,,,,,,,
,Club Deben,,,,,,,,,705.0,Electrónicos,927.22,196.84,489.0,Iglesia & Asociados S.L.N.E,2024-08-23,False,4.9,,,,,,,,,
,Rosa Francisco,,,,,,,,,706.0,Electrónicos,22.84,129.41,317.0,Manufacturas Ibéricos S.A.,2025-04-18,False,4.3,,,,,,,,,
,Llamado Asunto,,,,,,,,,707.0,Libros,707.58,325.58,386.0,Despacho del Levante S.L.U.,2024-07-15,True,4.1,,,,,,,,,
,R Hija,,,,,,,,,708.0,Hogar,301.24,92.83,349.0,Infraestructuras Gelabert & Asociados S.A.T.,2024-04-08,True,1.7000000000000002,,,,,,,,,
,Encima Menos,,,,,,,,,709.0,Hogar,737.73,64.08,20.0,Alimentación Amores y asociados S.Coop.,2024-09-21,False,2.1,,,,,,,,,
,Ciencia Carta,,,,,,,,,710.0,Deportes,138.77,294.07,130.0,Minería Cantón & Asociados S.L.,2024-11-28,True,2.3,,,,,,,,,
,Siquiera Asunto,,,,,,,,,711.0,Libros,938.12,24.77,475.0,Alimentación Luna S.L.N.E,2025-06-30,False,3.4,,,,,,,,,
,Justicia Madrid,,,,,,,,,712.0,Libros,619.45,332.64,251.0,Fábrica Cañizares & Asociados S.Coop.,2025-01-04,False,1.3,,,,,,,,,
,Mejor Fiscal,,,,,,,,,713.0,Libros,324.68,113.88,94.0,Hermanos Marco S.L.L.,2025-01-16,True,4.1,,,,,,,,,
,Trabajo Dicen,,,,,,,,,714.0,Hogar,421.77,270.83,47.0,Comercial Castells S.A.,2024-10-05,False,1.9,,,,,,,,,
,Datos Algunos,,,,,,,,,715.0,Hogar,666.7,168.88,150.0,Solís y asociados S.C.P,2024-09-27,True,4.8,,,,,,,,,
,Plazo Francisco,,,,,,,,,716.0,Juguetes,535.19,498.33,421.0,Compañía Figueras S.L.N.E,2025-10-25,True,1.5,,,,,,,,,
,Derecho Causa,,,,,,,,,717.0,Deportes,451.21,452.73,314.0,Boix & Asociados S.A.D,2023-11-20,True,4.8,,,,,,,,,
,Hicieron Cine,,,,,,,,,718.0,Libros,886.8,193.78,407.0,Alimentación WSX S.L.L.,2023-11-14,True,2.5,,,,,,,,,
,Sigue Otras,,,,,,,,,719.0,Juguetes,726.74,17.23,264.0,León y asociados S.L.N.E,2024-08-08,False,3.1,,,,,,,,,
,Técnica Cama,,,,,,,,,720.0,Juguetes,451.1,26.71,459.0,Construcción YRQ S.Coop.,2024-06-13,True,2.3,,,,,,,,,
,Había Iglesia,,,,,,,,,721.0,Electrónicos,948.73,87.86,489.0,Hotel Puente y asociados S.A.,2024-07-19,True,3.5,,,,,,,,,
,Militares Cuerpo,,,,,,,,,722.0,Hogar,673.63,387.92,442.0,Despacho Múñiz & Asociados S.Com.,2025-01-26,False,4.3,,,,,,,,,
,Autoridades He,,,,,,,,,723.0,Hogar,542.38,352.86,499.0,Minería Cobos S.Com.,2024-11-10,False,3.6,,,,,,,,,
,Base Respecto,,,,,,,,,724.0,Electrónicos,749.42,81.11,235.0,Logística Espinosa & Asociados S.C.P,2024-01-03,False,1.2,,,,,,,,,
,Difícil Comunicación,,,,,,,,,725.0,Electrónicos,63.73,398.14,285.0,Industrias Arcos S.Coop.,2024-03-05,True,3.3,,,,,,,,,
,Tener Conocer,,,,,,,,,726.0,Hogar,911.88,206.78,230.0,Nicodemo Sanjuan Paniagua S.A.,2025-05-02,False,2.7,,,,,,,,,
,Quien Hacer,,,,,,,,,727.0,Electrónicos,395.61,63.56,3.0,Manufacturas Acedo S.L.N.E,2024-05-03,True,4.0,,,,,,,,,
,Luis Sólo,,,,,,,,,728.0,Juguetes,55.06,424.88,183.0,Grupo Galindo S.C.P,2025-03-26,True,2.2,,,,,,,,,
,Producto Cinco,,,,,,,,,729.0,Libros,308.34,47.82,391.0,Alberdi y Lobo S.A.T.,2024-11-22,False,2.5,,,,,,,,,
,Niños Solamente,,,,,,,,,730.0,Libros,40.51,82.38,112.0,Planas & Asociados S.Com.,2024-10-09,True,4.0,,,,,,,,,
,Fuerte Además,,,,,,,,,731.0,Juguetes,302.03,318.85,152.0,Rufina Bárcena Echevarría S.Com.,2025-06-08,False,4.8,,,,,,,,,
,Alto Tú,,,,,,,,,732.0,Electrónicos,557.99,279.76,63.0,Transportes Bonilla S.Com.,2024-02-27,True,1.0,,,,,,,,,
,Siguientes Voluntad,,,,,,,,,733.0,Juguetes,400.14,276.03,43.0,Lara Barrio Bosch S.A.,2025-09-20,False,1.8,,,,,,,,,
,Qué Eso,,,,,,,,,734.0,Libros,904.51,175.21,211.0,Banca Privada Pujadas & Asociados S.L.,2025-01-26,True,1.6,,,,,,,,,
,Cambios Contra,,,,,,,,,735.0,Hogar,620.72,130.11,58.0,Hermanos Correa S.L.,2024-01-16,True,3.7,,,,,,,,,
,Importantes Doctor,,,,,,,,,736.0,Juguetes,853.73,426.44,477.0,Compañía Menéndez S.L.,2024-12-31,False,3.6,,,,,,,,,
,Había Paciente,,,,,,,,,737.0,Electrónicos,297.75,38.34,50.0,Grupo Monreal S.A.T.,2024-04-25,True,3.9,,,,,,,,,
,Pregunta Cosa,,,,,,,,,738.0,Moda,952.02,181.78,343.0,Manufacturas Zorrilla y asociados S.L.,2024-02-29,True,1.4,,,,,,,,,
,Juez Abril,,,,,,,,,739.0,Juguetes,79.11,100.78,248.0,Olga Cantón Girona S.L.,2025-06-28,False,2.3,,,,,,,,,
,Teatro Fecha,,,,,,,,,740.0,Libros,312.62,294.16,289.0,Instalaciones Internacionales S.L.,2024-11-17,False,4.2,,,,,,,,,
,Cuerpo Resultado,,,,,,,,,741.0,Moda,176.95,160.04,402.0,Comercializadora Piñol S.A.,2024-05-05,True,3.8,,,,,,,,,
,Chile Viaje,,,,,,,,,742.0,Libros,441.76,420.85,68.0,Compañía Goñi y asociados S.L.,2024-11-22,False,4.5,,,,,,,,,
,Produce Era,,,,,,,,,743.0,Moda,450.9,388.51,249.0,Grande y Izquierdo S.L.N.E,2024-09-23,True,1.7000000000000002,,,,,,,,,
,Alguna Presencia,,,,,,,,,744.0,Juguetes,91.15,143.9,423.0,Consultoría Alberto & Asociados S.Coop.,2024-04-19,True,4.6,,,,,,,,,
,García Entrada,,,,,,,,,745.0,Hogar,270.6,443.74,39.0,Mirta Alberto Rodrigo S.L.L.,2025-04-17,True,4.6,,,,,,,,,
,Tratamiento Quizá,,,,,,,,,746.0,Juguetes,635.31,407.26,296.0,Manufacturas Amo & Asociados S.Com.,2024-09-25,False,4.1,,,,,,,,,
,Como Sus,,,,,,,,,747.0,Hogar,907.24,278.04,278.0,José Corral Díaz S.Coop.,2024-04-14,False,3.6,,,,,,,,,
,Ese Importancia,,,,,,,,,748.0,Hogar,372.16,115.54,395.0,Tecnologías UUAM S.Com.,2025-05-06,False,1.5,,,,,,,,,
,Relaciones Área,,,,,,,,,749.0,Juguetes,515.31,201.41,257.0,Despacho del Sur S.Coop.,2024-12-30,True,3.7,,,,,,,,,
,Sala Dirección,,,,,,,,,750.0,Juguetes,687.32,379.82,71.0,Riera y Quintero S.L.N.E,2024-05-18,False,1.6,,,,,,,,,
,Tenía Izquierda,,,,,,,,,751.0,Juguetes,949.22,331.41,495.0,Suministros Clemente y asociados S.L.,2024-06-22,True,3.9,,,,,,,,,
,Cuerpo Equipo,,,,,,,,,752.0,Moda,939.78,25.01,389.0,Consultoría Valenciano S.L.N.E,2024-07-01,False,1.9,,,,,,,,,
